weight,num,max
4.05,2,4.8E-12
4.06,2,4.47489E-12
4.07,2,4.15051E-12
4.08,2,3.82688E-12
4.09,2,3.50398E-12
4.1,2,3.18182E-12
4.11,2,2.86039E-12
4.12,2,2.53968E-12
4.13,2,2.21971E-12
4.14,2,1.90045E-12
4.15,2,1.58192E-12
4.16,2,1.26411E-12
4.17,2,9.47012E-13
4.18,2,6.30631E-13
4.19,2,3.14961E-13
4.2,2,2.08201E-21
4.21,0,0
4.22,0,0
4.23,0,0
4.24,0,0
4.25,0,0
4.26,0,0
4.27,0,0
4.28,0,0
4.29,0,0
4.3,0,0
4.31,0,0
4.32,0,0
4.33,0,0
4.34,0,0
4.35,0,0
4.36,0,0
4.37,0,0
4.38,0,0
4.39,0,0
4.4,0,0
4.41,0,0
4.42,0,0
4.43,0,0
4.44,0,0
4.45,0,0
4.46,0,0
4.47,0,0
4.48,0,0
4.49,0,0
4.5,0,0
4.51,0,0
4.52,0,0
4.53,0,0
4.54,0,0
4.55,0,0
4.56,0,0
4.57,0,0
4.58,0,0
4.59,0,0
4.6,0,0
4.61,0,0
4.62,0,0
4.63,0,0
4.64,0,0
4.65,0,0
4.66,0,0
4.67,0,0
4.68,0,0
4.69,0,0
4.7,0,0
4.71,0,0
4.72,0,0
4.73,0,0
4.74,0,0
4.75,0,0
4.76,0,0
4.77,0,0
4.78,0,0
4.79,0,0
4.8,0,0
4.81,0,0
4.82,0,0
4.83,0,0
4.84,0,0
4.85,0,0
4.86,0,0
4.87,0,0
4.88,0,0
4.89,0,0
4.9,0,0
4.91,0,0
4.92,0,0
4.93,0,0
4.94,0,0
4.95,0,0
4.96,0,0
4.97,0,0
4.98,0,0
4.99,0,0
5,0,0
