weight,num,max
210.1,2,3.72439E-14
210.2,2,3.6296E-14
210.3,2,3.53488E-14
210.4,2,3.44026E-14
210.5,2,3.34572E-14
210.6,2,3.25128E-14
210.7,2,3.15692E-14
210.8,2,3.06265E-14
210.9,2,2.96846E-14
211,2,2.87436E-14
211.1,2,2.78035E-14
211.2,2,2.68643E-14
211.3,2,2.59259E-14
211.4,2,2.49884E-14
211.5,2,2.40518E-14
211.6,2,2.3116E-14
211.7,2,2.21811E-14
211.8,2,2.12471E-14
211.9,2,2.03139E-14
212,2,1.93816E-14
212.1,2,1.84502E-14
212.2,2,1.75196E-14
212.3,2,1.65899E-14
212.4,2,1.5661E-14
212.5,2,1.4733E-14
212.6,2,1.38058E-14
212.7,2,1.28795E-14
212.8,2,1.1954E-14
212.9,2,1.10294E-14
213,2,1.01056E-14
213.1,2,9.18274E-15
213.2,2,8.26067E-15
213.3,2,7.33945E-15
213.4,2,6.41907E-15
213.5,2,5.49954E-15
213.6,2,4.58085E-15
213.7,2,3.663E-15
213.8,2,2.746E-15
213.9,2,1.82983E-15
214,2,9.14495E-16
214.1,2,1.70606E-24
214.2,0,0
214.3,0,0
214.4,0,0
214.5,0,0
214.6,0,0
214.7,0,0
214.8,0,0
214.9,0,0
215,0,0
215.1,0,0
215.2,0,0
215.3,0,0
215.4,0,0
215.5,0,0
215.6,0,0
215.7,0,0
215.8,0,0
215.9,0,0
216,0,0
216.1,0,0
216.2,0,0
216.3,0,0
216.4,0,0
216.5,0,0
216.6,0,0
216.7,0,0
216.8,0,0
216.9,0,0
217,0,0
217.1,0,0
217.2,0,0
217.3,0,0
217.4,0,0
217.5,0,0
217.6,0,0
217.7,0,0
217.8,0,0
217.9,0,0
218,0,0
218.1,0,0
218.2,0,0
218.3,0,0
218.4,0,0
218.5,0,0
218.6,0,0
218.7,0,0
218.8,0,0
218.9,0,0
219,0,0
219.1,0,0
219.2,0,0
219.3,0,0
219.4,0,0
219.5,0,0
219.6,0,0
219.7,0,0
219.8,0,0
219.9,0,0
220,0,0
220.1,0,0
220.2,0,0
220.3,0,0
220.4,0,0
220.5,0,0
220.6,0,0
220.7,0,0
220.8,0,0
220.9,0,0
221,0,0
221.1,0,0
221.2,0,0
221.3,0,0
221.4,0,0
221.5,0,0
221.6,0,0
221.7,0,0
221.8,0,0
221.9,0,0
222,0,0
222.1,0,0
222.2,0,0
222.3,0,0
222.4,0,0
222.5,0,0
222.6,0,0
222.7,0,0
222.8,0,0
222.9,0,0
223,0,0
223.1,0,0
223.2,0,0
223.3,0,0
223.4,0,0
223.5,0,0
223.6,0,0
223.7,0,0
223.8,0,0
223.9,0,0
224,0,0
224.1,0,0
224.2,0,0
224.3,0,0
224.4,0,0
224.5,0,0
224.6,0,0
224.7,0,0
224.8,0,0
224.9,0,0
225,0,0
225.1,0,0
225.2,0,0
225.3,0,0
225.4,0,0
225.5,0,0
225.6,0,0
225.7,0,0
225.8,0,0
225.9,0,0
226,0,0
226.1,0,0
226.2,0,0
226.3,0,0
226.4,0,0
226.5,0,0
226.6,0,0
226.7,0,0
226.8,0,0
226.9,0,0
227,0,0
227.1,0,0
227.2,0,0
227.3,0,0
227.4,0,0
227.5,0,0
227.6,0,0
227.7,0,0
227.8,0,0
227.9,0,0
228,0,0
228.1,0,0
228.2,0,0
228.3,0,0
228.4,0,0
228.5,0,0
228.6,0,0
228.7,0,0
228.8,0,0
228.9,0,0
229,0,0
229.1,0,0
229.2,0,0
229.3,0,0
229.4,0,0
229.5,0,0
229.6,0,0
229.7,0,0
229.8,0,0
229.9,0,0
230,0,0
230.1,0,0
230.2,0,0
230.3,0,0
230.4,0,0
230.5,0,0
230.6,0,0
230.7,0,0
230.8,0,0
230.9,0,0
231,0,0
231.1,0,0
231.2,0,0
231.3,0,0
231.4,0,0
231.5,0,0
231.6,0,0
231.7,0,0
231.8,0,0
231.9,0,0
232,0,0
232.1,0,0
232.2,0,0
232.3,0,0
232.4,0,0
232.5,0,0
232.6,0,0
232.7,0,0
232.8,0,0
232.9,0,0
233,0,0
233.1,0,0
233.2,0,0
233.3,0,0
233.4,0,0
233.5,0,0
233.6,0,0
233.7,0,0
233.8,0,0
233.9,0,0
234,0,0
234.1,0,0
234.2,0,0
234.3,0,0
234.4,0,0
234.5,0,0
234.6,0,0
234.7,0,0
234.8,0,0
234.9,0,0
235,0,0
235.1,0,0
235.2,0,0
235.3,0,0
235.4,0,0
235.5,0,0
235.6,0,0
235.7,0,0
235.8,0,0
235.9,0,0
236,0,0
236.1,0,0
236.2,0,0
236.3,0,0
236.4,0,0
236.5,0,0
236.6,0,0
236.7,0,0
236.8,0,0
236.9,0,0
237,0,0
237.1,0,0
237.2,0,0
237.3,0,0
237.4,0,0
237.5,0,0
237.6,0,0
237.7,0,0
237.8,0,0
237.9,0,0
238,0,0
238.1,0,0
238.2,0,0
238.3,0,0
238.4,0,0
238.5,0,0
238.6,0,0
238.7,0,0
238.8,0,0
238.9,0,0
239,0,0
239.1,0,0
239.2,0,0
239.3,0,0
239.4,0,0
239.5,0,0
239.6,0,0
239.7,0,0
239.8,0,0
239.9,0,0
240,0,0
240.1,0,0
240.2,0,0
240.3,0,0
240.4,0,0
240.5,0,0
240.6,0,0
240.7,0,0
240.8,0,0
240.9,0,0
241,0,0
241.1,0,0
241.2,0,0
241.3,0,0
241.4,0,0
241.5,0,0
241.6,0,0
241.7,0,0
241.8,0,0
241.9,0,0
242,0,0
242.1,0,0
242.2,0,0
242.3,0,0
242.4,0,0
242.5,0,0
242.6,0,0
242.7,0,0
242.8,0,0
242.9,0,0
243,0,0
243.1,0,0
243.2,0,0
243.3,0,0
243.4,0,0
243.5,0,0
243.6,0,0
243.7,0,0
243.8,0,0
243.9,0,0
244,0,0
244.1,0,0
244.2,0,0
244.3,0,0
244.4,0,0
244.5,0,0
244.6,0,0
244.7,0,0
244.8,0,0
244.9,0,0
245,0,0
245.1,0,0
245.2,0,0
245.3,0,0
245.4,0,0
245.5,0,0
245.6,0,0
245.7,0,0
245.8,0,0
245.9,0,0
246,0,0
246.1,0,0
246.2,0,0
246.3,0,0
246.4,0,0
246.5,0,0
246.6,0,0
246.7,0,0
246.8,0,0
246.9,0,0
247,0,0
247.1,0,0
247.2,0,0
247.3,0,0
247.4,0,0
247.5,0,0
247.6,0,0
247.7,0,0
247.8,0,0
247.9,0,0
248,0,0
248.1,0,0
248.2,0,0
248.3,0,0
248.4,0,0
248.5,0,0
248.6,0,0
248.7,0,0
248.8,0,0
248.9,0,0
249,0,0
249.1,0,0
249.2,0,0
249.3,0,0
249.4,0,0
249.5,0,0
249.6,0,0
249.7,0,0
249.8,0,0
249.9,0,0
250,0,0
250.1,0,0
250.2,0,0
250.3,0,0
250.4,0,0
250.5,0,0
250.6,0,0
250.7,0,0
250.8,0,0
250.9,0,0
251,0,0
251.1,0,0
251.2,0,0
251.3,0,0
251.4,0,0
251.5,0,0
251.6,0,0
251.7,0,0
251.8,0,0
251.9,0,0
252,0,0
252.1,0,0
252.2,0,0
252.3,0,0
252.4,0,0
252.5,0,0
252.6,0,0
252.7,0,0
252.8,0,0
252.9,0,0
253,0,0
253.1,0,0
253.2,0,0
253.3,0,0
253.4,0,0
253.5,0,0
253.6,0,0
253.7,0,0
253.8,0,0
253.9,0,0
254,0,0
254.1,0,0
254.2,0,0
254.3,0,0
254.4,0,0
254.5,0,0
254.6,0,0
254.7,0,0
254.8,0,0
254.9,0,0
255,0,0
255.1,0,0
255.2,0,0
255.3,0,0
255.4,0,0
255.5,0,0
255.6,0,0
255.7,0,0
255.8,0,0
255.9,0,0
256,0,0
256.1,0,0
256.2,0,0
256.3,0,0
256.4,0,0
256.5,0,0
256.6,0,0
256.7,0,0
256.8,0,0
256.9,0,0
257,0,0
257.1,0,0
257.2,0,0
257.3,0,0
257.4,0,0
257.5,0,0
257.6,0,0
257.7,0,0
257.8,0,0
257.9,0,0
258,0,0
258.1,0,0
258.2,0,0
258.3,0,0
258.4,0,0
258.5,0,0
258.6,0,0
258.7,0,0
258.8,0,0
258.9,0,0
259,0,0
259.1,0,0
259.2,0,0
259.3,0,0
259.4,0,0
259.5,0,0
259.6,0,0
259.7,0,0
259.8,0,0
259.9,0,0
260,0,0
260.1,0,0
260.2,0,0
260.3,0,0
260.4,0,0
260.5,0,0
260.6,0,0
260.7,0,0
260.8,0,0
260.9,0,0
261,0,0
261.1,0,0
261.2,0,0
261.3,0,0
261.4,0,0
261.5,0,0
261.6,0,0
261.7,0,0
261.8,0,0
261.9,0,0
262,0,0
262.1,0,0
262.2,0,0
262.3,0,0
262.4,0,0
262.5,0,0
262.6,0,0
262.7,0,0
262.8,0,0
262.9,0,0
263,0,0
263.1,0,0
263.2,0,0
263.3,0,0
263.4,0,0
263.5,0,0
263.6,0,0
263.7,0,0
263.8,0,0
263.9,0,0
264,0,0
264.1,0,0
264.2,0,0
264.3,0,0
264.4,0,0
264.5,0,0
264.6,0,0
264.7,0,0
264.8,0,0
264.9,0,0
265,0,0
265.1,0,0
265.2,0,0
265.3,0,0
265.4,0,0
265.5,0,0
265.6,0,0
265.7,0,0
265.8,0,0
265.9,0,0
266,0,0
266.1,0,0
266.2,0,0
266.3,0,0
266.4,0,0
266.5,0,0
266.6,0,0
266.7,0,0
266.8,0,0
266.9,0,0
267,0,0
267.1,0,0
267.2,0,0
267.3,0,0
267.4,0,0
267.5,0,0
267.6,0,0
267.7,0,0
267.8,0,0
267.9,0,0
268,0,0
268.1,0,0
268.2,0,0
268.3,0,0
268.4,0,0
268.5,0,0
268.6,0,0
268.7,0,0
268.8,0,0
268.9,0,0
269,0,0
269.1,0,0
269.2,0,0
269.3,0,0
269.4,0,0
269.5,0,0
269.6,0,0
269.7,0,0
269.8,0,0
269.9,0,0
270,0,0
270.1,0,0
270.2,0,0
270.3,0,0
270.4,0,0
270.5,0,0
270.6,0,0
270.7,0,0
270.8,0,0
270.9,0,0
271,0,0
271.1,0,0
271.2,0,0
271.3,0,0
271.4,0,0
271.5,0,0
271.6,0,0
271.7,0,0
271.8,0,0
271.9,0,0
272,0,0
272.1,0,0
272.2,0,0
272.3,0,0
272.4,0,0
272.5,0,0
272.6,0,0
272.7,0,0
272.8,0,0
272.9,0,0
273,0,0
273.1,0,0
273.2,0,0
273.3,0,0
273.4,0,0
273.5,0,0
273.6,0,0
273.7,0,0
273.8,0,0
273.9,0,0
274,0,0
274.1,0,0
274.2,0,0
274.3,0,0
274.4,0,0
274.5,0,0
274.6,0,0
274.7,0,0
274.8,0,0
274.9,0,0
275,0,0
275.1,0,0
275.2,0,0
275.3,0,0
275.4,0,0
275.5,0,0
275.6,0,0
275.7,0,0
275.8,0,0
275.9,0,0
276,0,0
276.1,0,0
276.2,0,0
276.3,0,0
276.4,0,0
276.5,0,0
276.6,0,0
276.7,0,0
276.8,0,0
276.9,0,0
277,0,0
277.1,0,0
277.2,0,0
277.3,0,0
277.4,0,0
277.5,0,0
277.6,0,0
277.7,0,0
277.8,0,0
277.9,0,0
278,0,0
278.1,0,0
278.2,0,0
278.3,0,0
278.4,0,0
278.5,0,0
278.6,0,0
278.7,0,0
278.8,0,0
278.9,0,0
279,0,0
279.1,0,0
279.2,0,0
279.3,0,0
279.4,0,0
279.5,0,0
279.6,0,0
279.7,0,0
279.8,0,0
279.9,0,0
280,0,0
280.1,0,0
280.2,0,0
280.3,0,0
280.4,0,0
280.5,0,0
280.6,0,0
280.7,0,0
280.8,0,0
280.9,0,0
281,0,0
281.1,0,0
281.2,0,0
281.3,0,0
281.4,0,0
281.5,0,0
281.6,0,0
281.7,0,0
281.8,0,0
281.9,0,0
282,0,0
282.1,0,0
282.2,0,0
282.3,0,0
282.4,0,0
282.5,0,0
282.6,0,0
282.7,0,0
282.8,0,0
282.9,0,0
283,0,0
283.1,0,0
283.2,0,0
283.3,0,0
283.4,0,0
283.5,0,0
283.6,0,0
283.7,0,0
283.8,0,0
283.9,0,0
284,0,0
284.1,0,0
284.2,0,0
284.3,0,0
284.4,0,0
284.5,0,0
284.6,0,0
284.7,0,0
284.8,0,0
284.9,0,0
285,0,0
285.1,0,0
285.2,0,0
285.3,0,0
285.4,0,0
285.5,0,0
285.6,0,0
285.7,0,0
285.8,0,0
285.9,0,0
286,0,0
286.1,0,0
286.2,0,0
286.3,0,0
286.4,0,0
286.5,0,0
286.6,0,0
286.7,0,0
286.8,0,0
286.9,0,0
287,0,0
287.1,0,0
287.2,0,0
287.3,0,0
287.4,0,0
287.5,0,0
287.6,0,0
287.7,0,0
287.8,0,0
287.9,0,0
288,0,0
288.1,0,0
288.2,0,0
288.3,0,0
288.4,0,0
288.5,0,0
288.6,0,0
288.7,0,0
288.8,0,0
288.9,0,0
289,0,0
289.1,0,0
289.2,0,0
289.3,0,0
289.4,0,0
289.5,0,0
289.6,0,0
289.7,0,0
289.8,0,0
289.9,0,0
290,0,0
290.1,0,0
290.2,0,0
290.3,0,0
290.4,0,0
290.5,0,0
290.6,0,0
290.7,0,0
290.8,0,0
290.9,0,0
291,0,0
291.1,0,0
291.2,0,0
291.3,0,0
291.4,0,0
291.5,0,0
291.6,0,0
291.7,0,0
291.8,0,0
291.9,0,0
292,0,0
292.1,0,0
292.2,0,0
292.3,0,0
292.4,0,0
292.5,0,0
292.6,0,0
292.7,0,0
292.8,0,0
292.9,0,0
293,0,0
293.1,0,0
293.2,0,0
293.3,0,0
293.4,0,0
293.5,0,0
293.6,0,0
293.7,0,0
293.8,0,0
293.9,0,0
294,0,0
294.1,0,0
294.2,0,0
294.3,0,0
294.4,0,0
294.5,0,0
294.6,0,0
294.7,0,0
294.8,0,0
294.9,0,0
295,0,0
295.1,0,0
295.2,0,0
295.3,0,0
295.4,0,0
295.5,0,0
295.6,0,0
295.7,0,0
295.8,0,0
295.9,0,0
296,0,0
296.1,0,0
296.2,0,0
296.3,0,0
296.4,0,0
296.5,0,0
296.6,0,0
296.7,0,0
296.8,0,0
296.9,0,0
297,0,0
297.1,0,0
297.2,0,0
297.3,0,0
297.4,0,0
297.5,0,0
297.6,0,0
297.7,0,0
297.8,0,0
297.9,0,0
298,0,0
298.1,0,0
298.2,0,0
298.3,0,0
298.4,0,0
298.5,0,0
298.6,0,0
298.7,0,0
298.8,0,0
298.9,0,0
299,0,0
299.1,0,0
299.2,0,0
299.3,0,0
299.4,0,0
299.5,0,0
299.6,0,0
299.7,0,0
299.8,0,0
299.9,0,0
300,0,0
300.1,0,0
300.2,0,0
300.3,0,0
300.4,0,0
300.5,0,0
300.6,0,0
300.7,0,0
300.8,0,0
300.9,0,0
301,0,0
